id,EAP,HPL,MWS
id08065,0.006927835,0.000204169,0.992867996
id22674,4.18E-07,4.72E-10,0.999999581
id25018,0.027122154,1.20E-05,0.972865861
id10892,1.32E-07,0.999999852,1.55E-08
id10217,0.010746833,0.98925256,6.07E-07
id12996,0.031525583,0.037437259,0.931037159
id18262,0.997582306,0.00068745,0.001730244
id08606,5.74E-09,0.999999991,3.29E-09
id17233,0.899599469,0.027556813,0.072843718
id00101,0.971378711,0.027505168,0.001116121
id12225,0.912954417,0.083250757,0.003794826
id01364,0.003922832,0.996049861,2.73E-05
id24973,0.46892712,0.00023767,0.530835209
id25363,0.759665652,8.13E-16,0.240334348
id10061,0.882498171,0.000531288,0.116970541
id17673,0.008200522,0.991704451,9.50E-05
id13249,0.206413919,0.016920511,0.776665569
id10107,4.92E-06,2.81E-09,0.999995081
id04403,0.999999877,6.60E-11,1.23E-07
id25728,0.942544041,0.007659732,0.049796227
id16184,0.14702646,0.076960293,0.776013248
id03438,7.80E-07,3.74E-11,0.99999922
id22923,0.000677034,0.999322041,9.25E-07
id08610,0.999999883,1.79E-09,1.15E-07
id25355,0.000791316,4.50E-05,0.999163636
id16916,0.557067916,0.43507914,0.007852944
id12793,6.65E-06,0.999993056,2.90E-07
id11859,0.517440528,0.132126979,0.350432492
id02434,1,2.14E-17,8.76E-19
id27703,2.06E-05,6.78E-09,0.999979348
id25212,2.16E-05,0.99997826,1.60E-07
id11308,0.08786438,0.013935533,0.898200087
id26094,0.999964232,3.36E-05,2.19E-06
id22080,0.710613856,0.286465013,0.002921131
id03545,0.999833002,0.000166988,9.56E-09
id23725,4.84E-07,0.000143938,0.999855578
id12009,0.985387657,0.013648635,0.000963709
id24241,0.294930863,0.232280931,0.472788206
id03596,2.58E-06,0.999997403,1.95E-08
id10749,0.094682864,0.904851195,0.000465941
id22794,4.64E-10,8.13E-09,0.999999991
id15482,0.638321818,0.32326004,0.038418142
id04833,0.994327456,0.005667889,4.65E-06
id00397,3.23E-09,3.55E-18,0.999999997
id14691,3.27E-07,8.31E-10,0.999999672
id05193,0.003385326,2.72E-06,0.996611952
id19541,0.985261629,1.83E-05,0.014720066
id22166,9.39E-13,3.91E-13,1
id20744,1.08E-07,2.30E-11,0.999999892
id10392,5.71E-16,3.07E-17,1
id00770,0.99984474,0.000140157,1.51E-05
id06018,0.166299801,0.833688526,1.17E-05
id15678,0.008239279,2.27E-07,0.991760495
id08305,0.963611423,0.035840816,0.000547761
id08903,0.010677668,0.000621654,0.988700678
id14752,0.00946078,0.990537375,1.85E-06
id12468,1.41E-06,0.999998583,4.10E-09
id05085,0.133034903,0.86677766,0.000187437
id21993,0.056604852,4.99E-05,0.943345213
id15503,0.965425337,0.034064755,0.000509907
id03021,2.98E-20,1,5.08E-22
id16123,1,2.01E-15,5.10E-17
id19383,0.999999989,1.04E-08,1.17E-10
id04186,0.99999988,5.57E-10,1.19E-07
id17954,9.67E-11,2.57E-17,1
id12030,0.104163824,0.000414841,0.895421336
id13020,0.622895719,0.377076594,2.77E-05
id25327,1.30E-07,0.740858095,0.259141775
id16344,0.080265055,0.007184549,0.912550396
id12303,0.062633996,0.932417589,0.004948415
id15017,0.999990514,9.49E-06,1.38E-13
id22308,0.247697624,0.025029612,0.727272764
id06536,9.23E-11,3.55E-08,0.999999964
id19797,0.011334504,0.983711811,0.004953685
id06332,0.286593943,0.707654513,0.005751544
id22941,0.041611864,0.054608143,0.903779993
id13547,1.89E-05,5.07E-05,0.9999304
id06928,1.12E-05,1.20E-08,0.999988838
id12521,0.752013624,0.247946349,4.00E-05
id25716,0.854585027,0.006878108,0.138536865
id27116,5.82E-10,5.30E-18,0.999999999
id19941,4.92E-06,0.9999407,5.44E-05
id05711,8.68E-11,2.07E-12,1
id02097,1.44E-09,6.21E-05,0.999937857
id03563,3.30E-06,0.999996699,2.39E-09
id02295,0.088811604,0.86080373,0.050384666
id08179,,,
id05332,0.000271393,0.998070662,0.001657945
id15697,0.956681841,7.11E-05,0.043247044
id17026,0.001670573,6.48E-05,0.998264617
id04243,0.999996505,3.45E-06,4.40E-08
id13175,1,4.46E-31,0
id05387,0.999317193,4.46E-07,0.000682361
id19989,0.960663834,0.028356883,0.010979284
id25173,0.00927099,1.79E-05,0.990711138
id08925,0.000699031,0.999300388,5.81E-07
id03034,6.38E-05,0.999071408,0.000864769
id13272,1.79E-10,0.999999998,1.34E-09
id07956,0.998784794,8.87E-06,0.001206331
id02648,0.000174392,4.23E-05,0.999783275
id01778,0.004942726,7.59E-06,0.995049684
id12846,3.15E-08,1.32E-14,0.999999968
id19001,0.290902451,0.000429957,0.708667592
id05763,0.875440671,0.030120143,0.094439186
id15590,4.73E-09,3.47E-11,0.999999995
id04912,0.697625254,0.07382604,0.228548706
id21201,0.996248992,0.003689694,6.13E-05
id13215,0.999980767,4.97E-08,1.92E-05
id15612,0.014621327,0.985307239,7.14E-05
id18501,0.007118752,0.000415666,0.992465582
id07223,0.207279099,0.656568801,0.136152099
id06707,0.287903495,0.351514868,0.360581637
id05238,1.25E-13,1,1.39E-14
id00935,2.20E-06,0.000167393,0.999830403
id00110,0.011320299,6.30E-10,0.988679701
id17476,0.999483602,0.000339814,0.000176584
id15170,0.999999942,5.75E-08,1.42E-12
id13397,0.06412321,0.000916469,0.93496032
id24283,0.759162264,0.149067154,0.091770581
id15234,0.999845818,0.00015383,3.52E-07
id16884,0.890775822,0.095530632,0.013693546
id07831,0.36240045,0.532827592,0.104771959
id16038,0.852042303,0.144321723,0.003635974
id03629,0.954003098,0.014680807,0.031316095
id21019,0.968593437,0.024486139,0.006920424
id21835,0.159806234,0.335453865,0.504739901
id04480,4.53E-07,0.999999547,1.63E-12
id20838,0.950194472,0.046708929,0.003096599
id24195,0.648167315,0.209958027,0.141874657
id05448,0.996935307,0.003039458,2.52E-05
id15957,0.006354429,0.993514201,0.00013137
id19956,1.26E-06,6.70E-12,0.999998735
id15104,2.70E-05,0.000636192,0.999336804
id17559,0.828016939,0.140536488,0.031446573
id16839,0.008943828,0.068260962,0.92279521
id14493,0.33653261,0.002694789,0.660772601
id08833,0.870892014,0.000113927,0.128994059
id15723,0.023009295,0.001613318,0.975377388
id02716,0.999999822,7.51E-08,1.03E-07
id06689,0.000108203,0.999864059,2.77E-05
id18837,0.624413426,3.44E-05,0.375552169
id04466,0.999990868,7.34E-06,1.79E-06
id00686,0.999990556,1.50E-06,7.95E-06
id09010,0.002358514,0.997630656,1.08E-05
id23353,0.985382635,0.000662546,0.01395482
id00066,0.652728449,0.341088372,0.006183179
id15724,0.000354613,0.999601336,4.41E-05
id23486,0.025317024,0.004594171,0.970088805
id22258,0.000388136,8.53E-05,0.999526609
id02292,0.620415684,0.253344428,0.126239888
id16356,0.024059796,1.58E-05,0.975924407
id00235,0.999569276,6.63E-08,0.000430657
id25522,0.000388997,8.80E-07,0.999610123
id04204,0.002984866,0.996869732,0.000145401
id22016,0.700591381,0.069219619,0.230189
id06480,6.29E-05,0.999934001,3.10E-06
id08718,0.002232393,4.07E-08,0.997767567
id05251,3.15E-09,0.999999997,2.26E-10
id03359,0.992868778,0.007111081,2.01E-05
id16117,3.12E-05,1.14E-08,0.999968787
id17000,1.30E-08,0.999999987,8.80E-11
id01730,7.17E-06,0.999992814,1.51E-08
id00630,0.32554478,0.673544535,0.000910685
id18175,0.001192019,4.05E-07,0.998807575
id00907,0.998598828,0.001003061,0.000398111
id18251,3.68E-08,0.999999963,4.47E-11
id25861,0.173545567,0.14752766,0.678926773
id00398,0.712896339,0.141510892,0.145592769
id27573,0.999999999,9.60E-12,1.03E-09
id10022,3.57E-08,0.999727499,0.000272465
id15901,3.93E-07,1.67E-13,0.999999607
id00451,0.000483221,5.21E-05,0.999464638
id23129,0.003240916,0.996744993,1.41E-05
id26498,0.071654897,0.928201628,0.000143475
id14741,0.014413128,0.98311433,0.002472542
id18453,0.000150519,1.26E-05,0.99983687
id08309,0.983574989,0.012601557,0.003823453
id00320,1,3.56E-14,1.12E-11
id07688,0.014607102,0.002423181,0.982969717
id01556,5.85E-05,1.74E-07,0.999941355
id00178,0.703353994,4.16E-07,0.29664559
id18902,0.000187578,0.00179611,0.998016312
id27002,0.1058935,0.885080265,0.009026235
id21418,1,1.79E-11,3.49E-15
id23018,0.692354902,0.024343498,0.2833016
id07032,0.006999378,0.002371939,0.990628683
id16195,0.725104395,0.000806744,0.274088861
id11202,0.002742117,0.997086394,0.000171488
id09578,0.649631925,0.08644773,0.263920345
id26984,0.736752114,0.001177992,0.262069894
id19856,2.18E-05,0.999977479,7.29E-07
id12086,0.446470726,0.030906449,0.522622824
id12052,0.001284905,0.000934615,0.99778048
id17728,9.22E-10,3.90E-10,0.999999999
id24608,0.973010506,0.00042865,0.026560844
id21097,0.001601713,3.12E-05,0.998367054
id20179,9.66E-14,4.29E-18,1
id15144,0.585086654,0.172111197,0.242802149
id00206,0.999940819,6.16E-07,5.86E-05
id22285,0.000105866,2.43E-05,0.999869824
id06417,0.00164564,0.601198334,0.397156026
id00215,1.05E-05,0.999989513,1.97E-09
id04201,0.715540018,0.001257138,0.283202843
id21771,0.997160695,0.001886573,0.000952732
id12451,3.14E-05,0.800071653,0.199896923
id14250,0.001426065,0.915860275,0.08271366
id03433,6.54E-05,0.999894156,4.05E-05
id03303,0.005260506,1.76E-06,0.994737738
id25901,0.123175315,0.545573606,0.331251079
id06945,0.9574735,0.00041779,0.042108709
id05664,0.742223753,0.004043908,0.253732338
id05741,0.999999999,9.47E-15,7.00E-10
id10652,0.735751833,0.195741081,0.068507086
id16300,0.999962815,1.46E-05,2.26E-05
id12319,0.286428634,0.075380774,0.638190592
id07500,4.73E-06,0.999995274,9.49E-14
id12478,0.159749758,0.214685745,0.625564497
id03076,4.51E-05,5.37E-11,0.999954933
id00969,0.084333233,0.913569314,0.002097453
id23636,0.001047491,0.996492374,0.002460135
id09791,0.046615521,0.01390976,0.939474719
id05680,0.000216888,0.714449817,0.285333295
id03672,4.07E-06,0.999445776,0.00055015
id04286,4.76E-07,0.99983629,0.000163234
id23883,6.70E-07,0.675258501,0.32474083
id11914,0.453096772,0.000318947,0.546584281
id20974,0.000116077,0.999882485,1.44E-06
id26125,4.33E-06,3.84E-09,0.999995666
id15543,0.028738494,7.99E-07,0.971260706
id19471,0.999999804,6.68E-09,1.90E-07
id11503,0.898041355,0.091563984,0.010394661
id09321,0.000346867,0.998468747,0.001184386
id25560,5.18E-13,9.85E-12,1
id06726,0.475559678,0.236092229,0.288348092
id05709,0.999412225,1.57E-08,0.00058776
id09788,0.001468643,0.870807721,0.127723635
id05289,1,1.34E-15,2.44E-19
id11815,0.00044845,0.999540045,1.15E-05
id22422,0.841117492,0.023088964,0.135793544
id25954,0.993398024,5.32E-06,0.006596652
id13601,0.462196123,0.337158788,0.20064509
id05677,0.865899227,2.42E-05,0.134076533
id10498,2.42E-05,0.999975752,1.08E-10
id02665,0.064440007,0.930961484,0.004598509
id10114,8.33E-05,0.994226994,0.005689751
id26314,0.98927996,0.010396419,0.000323622
id21240,0.169806385,0.371833044,0.458360571
id15569,0.999997895,2.09E-06,1.31E-08
id25928,0.068367228,0.028035083,0.90359769
id22706,2.77E-05,0.999972273,5.15E-11
id20877,2.04E-11,0.999996575,3.43E-06
id04318,0.976303521,0.000647719,0.02304876
id18299,0.225308489,0.714710022,0.059981489
id08126,1.67E-06,7.82E-13,0.999998325
id14293,0.576304631,2.04E-06,0.423693328
id12759,0.999996462,2.23E-08,3.52E-06
id11983,0.97884033,0.017952999,0.003206671
id05580,0.026357689,0.96343046,0.010211851
id25846,0.060054364,0.652440388,0.287505248
id01939,0.228329886,0.013269718,0.758400395
id26327,0.027421116,0.735008414,0.23757047
id11068,1.26E-07,4.36E-11,0.999999874
id08404,0.999987101,1.05E-06,1.18E-05
id27189,0.686163239,0.313811968,2.48E-05
id15119,2.19E-05,0.998165355,0.001812772
id26525,0.999852481,8.13E-08,0.000147438
id03618,0.620486337,0.378093267,0.001420396
id27220,0.999998173,1.82E-06,9.52E-09
id18777,0.003292584,0.000149634,0.996557782
id20213,0.97100856,0.001202722,0.027788718
id20403,0.999625996,0.000362333,1.17E-05
id03777,0.076808811,0.000111894,0.923079295
id10595,2.56E-05,0.999974033,3.85E-07
id13816,0.063194262,4.08E-05,0.936764903
id05667,1.63E-06,8.63E-09,0.99999836
id24629,0.307351219,0.06568352,0.626965261
id20398,0.009429767,0.002752849,0.987817385
id14108,2.88E-09,4.57E-11,0.999999997
id06196,7.60E-09,0.999999991,1.55E-09
id02800,0.515025732,0.476375763,0.008598505
id18732,1.23E-06,0.999994529,4.24E-06
id11915,4.15E-06,0.999647144,0.000348708
id09739,0.973998511,0.003682734,0.022318755
id24672,0.999999838,1.60E-07,1.73E-09
id00414,1.57E-15,2.21E-15,1
id16307,0.999978162,5.29E-06,1.66E-05
id14043,0.088269685,0.023996499,0.887733816
id00517,2.04E-18,5.62E-26,1
id09744,0.999999999,1.15E-09,3.12E-17
id19257,0.999899782,4.86E-06,9.54E-05
id15437,0.057267436,0.940441148,0.002291416
id16352,1.17E-05,8.96E-06,0.999979348
id18849,0.628393987,0.13454373,0.237062283
id19434,2.14E-13,1,9.27E-19
id17928,0.001498038,0.000231853,0.998270109
id16896,0.005826096,4.17E-07,0.994173487
id02135,0.176354702,0.341535511,0.482109787
id15075,0.999640537,0.000347035,1.24E-05
id27486,6.38E-13,1,2.60E-16
id19422,0.998376461,0.001615187,8.35E-06
id09603,0.000147943,0.997016112,0.002835945
id02133,0.000480721,0.999357665,0.000161615
id03441,0.510436186,2.73E-05,0.489536559
id02398,8.48E-09,0.999999992,1.17E-12
id05152,0.196562033,0.00044173,0.802996238
id17838,0.005665564,8.07E-05,0.994253696
id25060,1,1.62E-11,3.92E-12
id09998,0.000397531,0.00067407,0.998928399
id01828,0.000145782,0.999801339,5.29E-05
id25377,0.164725526,0.011595764,0.82367871
id22175,0.002762861,0.997165578,7.16E-05
id02974,0.000647097,3.54E-06,0.999349367
id26955,0.999999581,4.18E-07,4.15E-10
id21091,0.999563209,1.00E-05,0.000426758
id12802,0.999978926,2.09E-05,2.08E-07
id07432,3.23E-15,1,8.24E-16
id18749,0.001011013,0.982769047,0.01621994
id15030,2.36E-08,1.39E-09,0.999999975
id17155,5.13E-06,0.999994838,3.67E-08
id08128,1.60E-08,0.999981448,1.85E-05
id25706,1.53E-09,0.999999324,6.75E-07
id15645,0.964030138,0.033999695,0.001970168
id04943,0.988524986,0.007003666,0.004471348
id27566,6.26E-07,1.28E-07,0.999999246
id11765,0.065838722,0.692452742,0.241708536
id13783,0.074631972,0.683939322,0.241428706
id00492,3.41E-07,1.45E-07,0.999999515
id27636,2.39E-05,1.33E-07,0.999975982
id04273,0.998706503,0.000814115,0.000479382
id02537,0.090787676,0.05255336,0.856658964
id24349,0.972230502,0.027767994,1.50E-06
id00023,4.17E-10,0.999999294,7.05E-07
id23025,0.030920005,0.968967948,0.000112047
id08722,0.902527977,0.003765404,0.093706619
id02420,1,8.33E-14,2.59E-17
id10811,0.999972421,6.25E-06,2.13E-05
id04019,4.75E-07,9.14E-08,0.999999433
id18334,0.999690402,0.000309037,5.61E-07
id16781,0.938855658,0.051753468,0.009390874
id08773,0.041564272,0.958435502,2.26E-07
id19214,0.995550028,0.004077078,0.000372894
id09589,3.31E-09,0.99999995,4.62E-08
id24246,0.99978303,0.000216869,1.02E-07
id23577,0.802466376,0.19752425,9.37E-06
id09305,0.929167599,0.008832737,0.061999664
id16460,0.672903225,0.01528935,0.311807425
id21115,0.798967309,0.12452824,0.076504451
id25996,0.62851264,0.029739622,0.341747738
id02551,3.90E-09,1.27E-07,0.999999869
id19352,1.65E-06,4.55E-14,0.999998353
id03806,0.000416945,4.63E-06,0.999578423
id26544,0.849009348,0.006590623,0.14440003
id18761,0.995813145,0.000197443,0.003989412
id24148,1.38E-05,0.999986126,3.94E-08
id16095,0.000845019,0.998791214,0.000363766
id18442,0.990702872,0.004027378,0.00526975
id22596,1.92E-14,5.91E-18,1
id23002,0.00012587,1.54E-05,0.999858706
id04797,0.999999991,4.14E-09,5.28E-09
id06610,0.000852413,1.98E-06,0.999145612
id16173,0.170525954,0.774040004,0.055434042
id18292,0.000162599,9.91E-07,0.99983641
id27328,0.999955707,7.04E-07,4.36E-05
id01695,1.56E-05,0.999984445,4.94E-09
id05761,0.738898597,2.49E-06,0.261098916
id16354,0.988846998,7.56E-05,0.011077444
id12207,0.000401125,0.535949183,0.463649692
id05665,0.000258233,6.24E-08,0.999741705
id01911,0.98964181,0.010315128,4.31E-05
id19153,0.000195198,2.49E-06,0.999802308
id10295,0.374872355,0.624954231,0.000173413
id23038,0.683979347,0.297631966,0.018388687
id23783,0.00510437,0.99489536,2.71E-07
id27879,0.897161023,0.102833975,5.00E-06
id19190,5.25E-06,0.999994746,1.78E-11
id05065,0.999893307,0.000101644,5.05E-06
id21296,2.94E-05,0.999943165,2.74E-05
id13262,0.013842338,0.064641748,0.921515915
id10333,0.999998546,4.25E-07,1.03E-06
id16677,0.002093706,0.991817411,0.006088883
id01392,0.407709548,0.000645256,0.591645197
id27874,0.648683022,0.261251021,0.090065957
id02294,3.47E-05,0.999709982,0.000255311
id18298,5.71E-05,0.004346581,0.995596361
id06997,0.999989475,4.17E-07,1.01E-05
id05243,0.040487655,0.397820488,0.561691857
id00860,4.05E-05,0.999872778,8.68E-05
id26681,1,6.23E-13,1.46E-12
id06020,7.83E-11,6.17E-23,1
id27683,0.358753181,0.410177932,0.231068886
id17655,9.51E-12,1,1.16E-17
id08817,0.000189063,1.50E-05,0.999795953
id11512,1.19E-09,2.16E-07,0.999999782
id00478,0.018077087,1.30E-05,0.981909887
id02116,0.998851638,0.00037191,0.000776453
id06746,0.999889362,3.86E-05,7.21E-05
id03863,0.319328499,0.666316385,0.014355116
id01802,0.000107615,0.999772868,0.000119517
id11682,0.556780986,1.42E-06,0.443217593
id04033,8.02E-05,0.999634206,0.000285642
id09286,0.190502803,0.53149309,0.278004107
id12904,0.999999976,2.37E-08,7.09E-12
id07420,4.59E-09,3.57E-10,0.999999995
id22398,1.93E-17,1,2.04E-15
id00424,0.000183808,4.07E-05,0.999775517
id20960,0.999838043,0.000161618,3.39E-07
id10267,0.549470219,0.297280401,0.15324938
id19330,0.123331087,4.96E-07,0.876668417
id00994,5.59E-08,0.999999934,1.01E-08
id10785,0.951176595,0.005944188,0.042879217
id00955,4.16E-05,0.999881178,7.72E-05
id09757,1.63E-07,0.999999835,2.08E-09
id10030,0.017000484,0.014397347,0.968602168
id22952,0.010534264,0.0371285,0.952337236
id21955,4.25E-09,4.32E-08,0.999999953
id07674,0.913604262,0.000466943,0.085928795
id13760,2.04E-07,0.999999796,6.01E-10
id18166,0.99971642,1.22E-06,0.000282358
id23498,0.969472456,0.030519253,8.29E-06
id05296,0.999421989,7.09E-07,0.000577302
id26709,0.99997771,1.22E-05,1.00E-05
id02853,0.997510042,0.002440248,4.97E-05
id06800,0.076760941,0.069008963,0.854230096
id14758,0.038694685,0.929561066,0.031744249
id12356,0.999999927,6.96E-08,3.09E-09
id21492,0.985738339,0.013028783,0.001232878
id27540,0.991989945,8.00E-12,0.008010055
id07376,0.054936636,0.340014626,0.605048738
id15201,0.652222905,0.34761998,0.000157114
id23388,1.49E-06,0.999981585,1.69E-05
id13923,0.000646576,0.999353411,1.36E-08
id00794,2.13E-08,0.999999977,1.73E-09
id23910,0.149872631,0.034129261,0.815998108
id02556,0.004258194,0.051613419,0.944128387
id22151,5.98E-09,0.999999994,1.93E-11
id11698,0.000806205,0.993832519,0.005361276
id11627,0.918122928,0.001661459,0.080215614
id06340,0.999999999,6.80E-10,4.02E-11
id05123,0.941902572,0.037785453,0.020311975
id26620,8.02E-08,6.14E-11,0.99999992
id04002,0.000131495,0.002804584,0.997063921
id26554,0.274248896,0.006242278,0.719508827
id18012,0.000131512,0.000465683,0.999402805
id12964,0.019387578,0.003263436,0.977348986
id18965,4.18E-06,0.999478752,0.000517069
id19082,0.00408132,2.52E-08,0.995918655
id26742,3.92E-07,7.72E-13,0.999999608
id15442,0.00465016,0.995339795,1.00E-05
id16647,0.442131871,0.036169013,0.521699116
id11544,0.013350556,0.000407163,0.986242281
id20581,0.15188612,0.022284633,0.825829247
id13192,0.010266875,0.988816061,0.000917064
id15814,0.08806265,0.001304874,0.910632476
id26279,8.52E-05,0.999914497,3.43E-07
id00240,0.99794435,0.001567702,0.000487948
id22836,0.999999999,8.52E-10,5.92E-11
id15085,7.33E-06,0.987907919,0.012084755
id17495,0.637533797,0.000392228,0.362073975
id26762,0.860447004,0.00035629,0.139196706
id13685,0.9999963,8.23E-12,3.70E-06
id16560,2.07E-06,0.999997723,2.04E-07
id17184,2.39E-08,0.999996088,3.89E-06
id21635,0.99999999,1.62E-09,8.38E-09
id26751,0.053517459,0.810306815,0.136175726
id12351,0.99995772,1.33E-05,2.90E-05
id14872,0.577527939,0.275001497,0.147470564
id18372,0.997251452,0.002747365,1.18E-06
id26851,0.926192021,0.043135408,0.030672571
id22659,0.210556542,0.789443265,1.93E-07
id04102,6.95E-06,6.55E-12,0.999993048
id02353,5.19E-07,0.999998811,6.70E-07
id26721,0.999999995,4.68E-09,1.28E-11
id11171,0.98631273,8.31E-05,0.013604195
id13562,0.404202369,0.432770516,0.163027115
id26425,0.583923586,0.002014542,0.414061872
id26394,0.697169526,2.98E-05,0.302800647
id22187,0.102700688,0.872002425,0.025296887
id00422,1,1.95E-15,2.68E-11
id22667,2.87E-14,1,9.74E-22
id00911,0.943432679,0.001493646,0.055073675
id17291,0.000125372,1.52E-09,0.999874626
id01915,0.007626485,0.003765684,0.98860783
id01434,0.003110176,0.001744244,0.99514558
id01584,0.938933958,0.001019692,0.06004635
id09266,0.999996788,2.10E-08,3.19E-06
id17494,7.07E-07,0.999998388,9.05E-07
id24919,0.046710038,0.271531672,0.68175829
id21043,2.41E-08,6.77E-21,0.999999976
id17796,4.19E-07,0.999999581,8.66E-10
id02166,0.137074979,2.50E-10,0.862925021
id17503,0.995607065,1.53E-09,0.004392934
id21203,0.05164623,0.070718712,0.877635058
id25626,1,1.35E-14,1.04E-11
id09836,0.999999007,5.80E-07,4.12E-07
id24202,1.17E-05,0.000384227,0.999604115
id27260,0.783212623,0.00524603,0.211541347
id23167,6.98E-08,3.17E-10,0.99999993
id10393,0.000654779,0.999162045,0.000183176
id01171,0.995050317,0.004949682,5.75E-10
id06380,0.999531605,0.000407598,6.08E-05
id22686,0.024245853,2.37E-06,0.975751778
id26250,0.213115944,0.005674428,0.781209628
id09315,0.015800087,0.979538673,0.00466124
id00886,0.00021737,0.999321092,0.000461538
id03101,0.999964054,1.84E-05,1.75E-05
id12367,0.816121081,9.74E-05,0.183781565
id10770,0.872063911,0.005283876,0.122652213
id14949,2.01E-07,0.999999798,4.34E-10
id14141,0.01135263,0.988647365,5.70E-09
id25417,0.04139466,0.957461699,0.001143642
id26873,0.939100921,0.00427908,0.056619999
id10818,0.013999639,1.42E-05,0.985986191
id15146,0.828923247,0.006968422,0.164108332
id23328,0.999781687,8.03E-05,0.000137995
id16765,0.053357674,0.4978009,0.448841426
id24383,0.999948443,3.05E-10,5.16E-05
id21304,0.998127842,0.000705732,0.001166426
id12551,2.91E-08,0.999999971,1.15E-11
id23274,8.63E-06,0.000198162,0.999793205
id08117,0.891401843,0.002823074,0.105775083
id23961,0.999998884,8.79E-09,1.11E-06
id13865,1.04E-06,0.999998815,1.43E-07
id22807,0.029230374,0.000140147,0.970629479
id08951,0.005623679,0.00165686,0.992719461
id18684,0.999935603,6.20E-05,2.43E-06
id25179,0.003689432,0.918026525,0.078284042
id27033,0.999551363,2.54E-13,0.000448637
id13977,0.032043278,0.962965108,0.004991614
id19337,1.40E-09,0.999993459,6.54E-06
id25764,2.81E-06,0.999996772,4.15E-07
id16106,0.007424429,0.001315763,0.991259808
id05468,3.55E-05,3.38E-09,0.99996449
id05241,0.996295667,4.98E-07,0.003703836
id10215,0.556941517,0.099046812,0.344011671
id23457,2.37E-09,3.49E-06,0.999996508
id02200,,,
id13714,0.001675815,0.998272928,5.13E-05
id20332,1.30E-17,3.43E-21,1
id18573,0.00467535,0.010818386,0.984506264
id08569,,,
id22767,0.992126069,0.004152479,0.003721453
id25390,0.004454416,0.993025758,0.002519826
id09288,0.999999525,1.21E-08,4.63E-07
id12381,0.999999855,1.29E-07,1.58E-08
id02895,0.000474181,3.97E-05,0.999486085
id25270,7.09E-11,2.79E-16,1
id14248,0.076448637,0.030566115,0.892985248
id12831,0.997357478,6.45E-09,0.002642515
id18305,0.703344746,0.000711866,0.295943388
id07805,0.999999963,3.57E-08,1.13E-09
id14027,0.054355158,0.032452999,0.913191843
id02760,0.134692957,0.145330056,0.719976987
id24362,0.999548646,0.00034016,0.000111193
id17065,0.014779229,0.985220769,1.69E-09
id26583,8.87E-08,0.986814647,0.013185264
id19664,,,
id25145,0.740959376,0.101533669,0.157506956
id17858,0.000652456,0.99934686,6.84E-07
id05148,0.034309146,0.881502997,0.084187857
id22928,0.531178081,0.408874049,0.05994787
id21549,0.000178658,5.88E-15,0.999821342
id12649,0.001629235,0.998370594,1.70E-07
